authorId,name,community
1773761,,16
2237417675,,24
145942203,,38
2275245457,,26
2152968847,,6
3407086,,1
1879297505,,3
2040049,,4
2238151901,,7
33317877,,9
145954697,,16
2116512447,,17
46328255,,15
144161025,,20
34269227,,16
37991449,,7
2562211,,9
32776555,,16
48648791,,11
9315693,,7
1993655237,,18
33647653,,31
9796712,,16
50311625,,24
2145139570,,12
1788070,,9
1786843,,5
2061559378,,14
51068238,,27
51249380,,9
1748153,,6
1697928,,20
2275246071,,26
1403130340,,12
39798499,,6
1744904,,36
40483594,,12
6638274,,19
2339663470,,22
144718788,,6
3080409,,16
152999641,,9
49873367,,9
2108467824,,6
144902513,,5
1384145601,,7
2750075,,6
46875441,,9
2842216,,12
1699040,,20
2109445463,,6
3010457,,37
2604251,,6
8248537,,1
2118944332,,9
46995144,,44
100893630,,17
2146668763,,15
2253840098,,26
2149051402,,21
2057250573,,1
2315451166,,7
9264826,,5
2141519914,,16
1722434,,12
40642935,,5
2110871234,,5
36161484,,32
10593442,,6
1596814619,,4
66350249,,9
19219270,,12
1962083,,6
2275245414,,26
46907106,,18
2088199087,,12
2126033,,15
120607997,,3
2112887959,,32
48506411,,25
2242158893,,2
39774417,,32
2388416,,12
2275244652,,26
119589314,,7
2212371252,,16
2273651410,,4
2282248267,,15
145093625,,38
2298953351,,12
6559066,,31
2111616580,,21
35511249,,32
2297930724,,18
2125159330,,9
2298901106,,12
2113303034,,15
2366050,,16
2275210604,,26
1915826,,32
24036969,,6
3086996,,37
2427371,,15
1379806208,,5
2091914469,,4
2313933249,,7
2286222263,,2
2287029336,,2
2146648728,,6
1780393,,14
2062143,,20
2133420734,,21
23037825,,8
3339005,,25
153268334,,6
1389955537,,14
94290272,,20
1400120070,,15
2110294430,,16
66555149,,32
1721012,,29
2380056611,,21
1975413,,15
2227633438,,34
2112724457,,8
2202008,,21
143741620,,10
51324296,,21
3844009,,10
49299019,,12
2130205050,,6
2109411071,,3
1631386300,,14
1737218,,9
6462472,,15
2154461554,,9
1689289,,16
46256862,,5
49857575,,21
2165225781,,6
1869515,,24
2028555,,28
48043335,,6
46531894,,9
1680133,,12
2287067110,,2
47039337,,5
24178944,,6
1737326,,15
2108314740,,22
2341881368,,22
2257381161,,7
1380245502,,6
2153930128,,25
28924497,,12
2238120623,,7
40861754,,30
2028300167,,18
2116521861,,32
2151088845,,26
2745001,,16
4288979,,15
66279233,,15
32963261,,6
36942233,,16
1389041357,,6
2741985,,9
2146234800,,9
2152855059,,6
50085131,,5
145317727,,10
2155131551,,6
2202735100,,24
4690624,,16
2109071301,,9
2403637,,12
1752942097,,24
2313910172,,18
49604482,,4
89504302,,16
36364434,,9
2223764353,,18
1390750243,,9
144118452,,5
2275244794,,26
1587822292,,15
2183283727,,24
31528430,,11
2051775877,,15
2266062926,,12
1718510,,17
104014275,,37
2080251,,20
80843089,,15
47223513,,12
32911505,,16
2190855993,,23
38826848,,9
145344139,,9
2367796356,,12
48229640,,5
2253824408,,10
2306863572,,18
1977806,,39
1731170,,21
2149919,,29
6435004,,15
1694121,,10
31394603,,9
117578378,,14
2562966,,4
3247966,,6
2135149452,,13
2314078634,,18
1725303,,16
2209248658,,24
2151233715,,6
3307138,,10
2897833,,21
1902312,,15
2210029087,,17
2117433317,,12
3403813,,28
2118165871,,32
145386376,,6
145771261,,10
1690922,,9
145849642,,6
46927790,,20
151474549,,17
2118223312,,6
47626612,,26
2144234,,9
40548044,,16
2119062135,,6
2218690087,,15
2120892436,,15
32266293,,28
152422014,,16
143808551,,9
2302053110,,28
2087218319,,9
3381663,,12
2196579,,26
153552118,,4
2987927,,6
144344681,,6
2214956,,15
96026965,,15
32739287,,5
49791682,,9
2066715867,,12
2069520672,,6
51895312,,6
2062639,,13
37075603,,4
2082471952,,15
40346984,,1
1693997,,6
2155385667,,6
2113839396,,12
32609652,,12
2313919767,,18
49577833,,6
145048708,,12
2108536365,,6
2281323752,,9
1747560,,22
33546336,,5
2113317708,,5
46250834,,14
2157336142,,32
2067372689,,24
68972911,,16
145463968,,16
2285397162,,7
107604965,,28
50172592,,9
3253856,,2
2391802,,12
1804261,,20
121929334,,18
1844953096,,6
1758110,,12
50230355,,18
1591214246,,37
39617418,,9
2275249996,,26
2464807,,24
144041873,,15
49141839,,6
2232505,,6
50429153,,19
3232265,,9
39761651,,16
1785678,,2
2657155,,12
32679228,,13
2243569247,,29
2080026426,,6
2691021,,5
144162125,,5
1771307,,6
47028380,,9
2299944289,,18
1388791172,,32
145085305,,13
144401061,,26
50398915,,15
1403432120,,10
2109142986,,9
2109956489,,15
2061488894,,28
2143476916,,6
1463773776,,26
1470565241,,17
144061974,,12
2151251543,,3
3038200,,12
70176856,,2
40031167,,16
2275249853,,26
2313925699,,18
2118449003,,6
143754359,,10
7353346,,1
2075416111,,30
3025260,,7
34885007,,16
2040091191,,21
2275245527,,26
66180471,,28
2040372,,16
2325727242,,17
2125979283,,8
14667698,,18
2108297456,,15
2108331749,,4
1793739,,12
2211163649,,6
2248418248,,24
1780381,,6
2056722536,,12
2082880478,,27
1686093,,9
1388811741,,21
3224619,,6
145644781,,4
153626380,,20
1481714624,,6
2068891,,9
145144957,,6
34888096,,4
2144836395,,3
3308963,,4
2175779811,,7
144159726,,14
51149919,,18
147132443,,16
2115137018,,9
49512873,,31
10761233,,10
2082436672,,12
40867019,,12
1412004702,,16
2261901203,,6
1390877819,,5
2647824,,1
7624658,,7
2143538252,,16
2314334380,,7
2314725059,,18
2910729,,4
1752875,,6
2341654981,,22
2061137049,,26
39358281,,28
2238723798,,24
39979946,,16
2162195471,,18
1710772,,9
145950540,,26
3191663,,9
1780932,,16
2061444681,,12
2250636622,,24
152320135,,9
2112662910,,10
1786137,,15
31727033,,16
82840075,,12
103603255,,9
52314889,,12
32303439,,6
2163709899,,18
2073365488,,2
2280374580,,22
1699429,,32
2007741250,,12
145817287,,16
2136457937,,1
2153304355,,10
1771202,,6
144782042,,16
74108321,,6
31136675,,6
31793034,,26
2313914277,,18
2237424555,,9
49713890,,10
2378689612,,15
2844950,,9
2313918976,,18
7900665,,12
2154758319,,16
2275245818,,26
2064774,,15
3100652,,6
51236762,,14
49688913,,7
46463180,,32
1410564330,,1
143999673,,16
33075217,,34
48985110,,6
2583391,,16
2109136147,,6
2349874,,43
2788012,,14
39094417,,8
2130354677,,6
40589056,,6
2109292017,,14
143844838,,16
2108045911,,6
36440980,,15
1705222,,16
152973423,,9
3071104,,12
2116749770,,5
31370754,,10
1443761295,,9
2256805957,,1
40531428,,3
35719447,,12
2237963038,,6
4948774,,12
2166310112,,18
1390612725,,3
2684226,,7
81842808,,12
51047912,,7
2126503480,,5
2117874941,,14
1864078340,,9
40627523,,12
143622465,,20
145233583,,12
2678436,,23
2067101172,,38
2131005702,,16
14007973,,16
144298815,,1
145711633,,9
2145571618,,6
2110035651,,10
2064084601,,26
1988656084,,37
2782886,,6
145403438,,23
2500309,,20
51912276,,18
91005898,,37
72254820,,5
1760743,,16
144437322,,22
2110762339,,15
39024140,,12
2672448,,6
47818058,,9
11032852,,9
2305812595,,4
2118484076,,6
48615515,,10
1711099,,6
49628465,,7
2241623758,,2
1443358534,,21
2111064536,,10
14258597,,21
1392876047,,6
69494285,,15
92419662,,9
118242121,,10
51895170,,9
2108592195,,9
1784106,,7
50317060,,14
2110656654,,16
3351164,,1
8005713,,18
2111313627,,16
2152756632,,8
69426588,,7
2313913363,,18
1508337194,,10
1657674644,,5
34320634,,12
2279021699,,7
2109270350,,15
2160573971,,15
2542696,,1
32309758,,9
2124921340,,22
3288214,,9
2842620,,15
35140620,,9
80661947,,10
144869806,,12
2776283,,12
39788470,,21
145281895,,14
34280810,,21
1897926,,16
152551711,,12
47163349,,23
7765742,,11
2653152,,16
123437034,,4
21613538,,3
2114009138,,3
47535585,,21
143805211,,9
2052552620,,6
31801501,,12
2166847,,16
31860505,,5
79327071,,6
2080690,,12
2029241116,,7
2121105409,,15
145567472,,11
2247874378,,18
1800611,,15
2877071,,21
2382193,,9
2313918017,,18
1704263,,16
2341733724,,22
22253126,,6
2212367248,,16
2106871731,,16
35782003,,16
1701451,,3
2268428822,,18
1755907,,1
1943097969,,4
1779671,,7
2141313179,,22
2257014858,,22
52154863,,37
2218938,,37
1388010852,,5
144247007,,9
152441498,,10
1470658832,,23
2267340333,,22
31702389,,12
144717607,,4
5425836,,15
2115288815,,15
1587826888,,37
2146672392,,3
2719024,,12
1830455155,,6
2318210,,16
73042306,,10
3374063,,16
145981974,,16
40695489,,5
2153606201,,10
2108573102,,3
2227014486,,24
3349497,,15
2110107953,,9
35980526,,15
2281064954,,21
2158780631,,6
2117983169,,32
49415774,,9
3417987,,9
2212367414,,16
145215470,,6
2054754929,,7
2121562557,,23
2516588,,9
2151458697,,6
4795484,,24
50567644,,1
3081566,,4
1781256,,6
2273415395,,18
39227408,,5
9385882,,10
49355602,,1
1381717153,,11
2313905186,,18
2048777595,,9
2122130929,,17
32653170,,18
2315737540,,7
35729970,,5
2266490735,,18
145807368,,11
1799538,,2
2256612775,,7
50820040,,10
34313265,,16
2335354,,14
2136480655,,1
2286511206,,18
144765047,,4
38956216,,1
68974960,,6
2209989113,,5
2149814967,,10
2237425351,,9
47070750,,5
2056901578,,16
40649796,,1
2315630040,,7
1705929,,6
1739176520,,7
40895205,,16
33421444,,32
39786866,,10
1731282,,16
5218485,,28
3217909,,20
38385080,,20
2445241,,12
144922861,,5
2062025076,,26
20407480,,12
145264369,,15
150068346,,15
1896859,,4
1783667,,5
2110766208,,15
145276680,,16
35163402,,7
2247737659,,15
2058236577,,12
2276402742,,24
2506522,,6
2145117736,,16
34992653,,19
2275225165,,26
68972407,,6
1803858,,12
3130796,,16
89356020,,27
2287545684,,2
1557350184,,9
2261083821,,12
144140066,,21
2283848260,,7
2465658,,1
35030998,,16
145871531,,6
2155640909,,16
2049054661,,6
48165870,,12
2311565327,,18
2051804565,,17
2051891988,,16
1421725853,,34
1781608,,9
3214791,,16
2110770528,,6
2307456650,,26
35748708,,12
2042558,,4
1793848,,15
41151701,,32
1667035673,,3
1742573,,3
2322835311,,27
144359032,,1
145426908,,12
1685020,,15
2065840399,,15
8422060,,6
144588806,,21
120157163,,6
145552173,,13
2237581139,,21
1747784,,10
50986776,,18
50043859,,5
32246932,,12
73772782,,12
3360135,,21
2524771,,10
104277741,,16
35323164,,2
1894537163,,28
2143709440,,14
3202367,,7
1388571351,,5
150301258,,6
2162781785,,5
2420527,,12
1486307451,,4
4970159,,19
2307158,,4
47713338,,6
2284054977,,27
2195951533,,7
2064181672,,15
6014796,,3
52194893,,6
2362150480,,20
2275120298,,26
152201640,,15
2118739951,,6
1773013,,7
2247818297,,18
1557932201,,34
1830034,,9
2022288,,5
2070850274,,16
2047430883,,25
1746662,,1
3422872,,4
1601319034,,19
2211132435,,31
2786352,,6
144921735,,3
2460849,,16
36076404,,7
1697211,,16
1417653814,,4
1710604,,16
1688015,,25
3032611,,14
2279278711,,22
25096379,,32
2145068836,,32
1709797,,6
2143164613,,32
2119043802,,9
35403221,,12
2067714738,,20
2149583375,,20
2146340100,,15
144212868,,28
3199900,,15
1470716407,,3
2108644837,,9
2909407,,44
49953590,,6
50079300,,17
145920814,,15
144449974,,15
2824435,,28
2253507326,,7
2601522,,21
2162082713,,9
2152916796,,12
46923811,,5
2056575267,,24
1990422,,16
34692532,,12
2330315778,,40
29434078,,9
2408872,,5
2313913208,,18
145140331,,10
2161386250,,7
50741181,,32
1723233,,32
1630384049,,22
2580470,,44
4204731,,1
152128293,,15
31431791,,32
2108473229,,18
2830305,,16
144108062,,12
2292155800,,7
10044589,,21
144764255,,15
50341591,,9
2146275249,,12
49394731,,10
2258679535,,10
143627103,,10
2042941,,16
144585402,,6
2181606,,10
1387267520,,16
1681236,,32
67147139,,6
2116553662,,16
1392329556,,32
2116799283,,8
1765631,,15
2572525,,10
37226164,,10
34754023,,15
2313926731,,18
2065826788,,26
2347660128,,12
26336902,,6
40239871,,15
5045924,,8
2546502,,11
2220407386,,12
2275188918,,26
2341854557,,22
144695232,,5
2152017887,,32
68990982,,12
2827899,,15
1794900,,15
2109834004,,6
120174856,,5
49772110,,12
2064160,,7
2093348519,,6
40333747,,5
102517285,,9
2145449642,,15
2108045320,,6
2366430205,,1
2065044626,,6
2294173866,,14
2329138320,,18
19262845,,9
144304554,,38
1784327,,16
2164014772,,23
2242112461,,24
34574044,,1
25897803,,12
143925221,,9
2312193555,,27
2059291632,,40
5929246,,12
3269439,,12
103143311,,4
144565371,,21
152521029,,32
2857272,,29
1737522,,16
46705049,,7
1717861,,6
1704186,,16
1617851686,,15
147225682,,5
48257711,,16
144481748,,7
1992777064,,6
39835024,,15
19736052,,5
145307652,,14
3105061,,16
3081102,,21
3303970,,6
2261083282,,12
2325449522,,22
2254178,,6
1898780,,4
144063214,,9
145097134,,23
1403998955,,16
2068923630,,6
2313919117,,18
2113716658,,12
1892673,,20
2209612,,21
2938001,,4
1411393839,,15
2969311,,32
35189291,,6
143640165,,6
2153511069,,32
118188980,,1
145817877,,15
35786407,,29
9051130,,5
2107994160,,4
3422038,,10
3429927,,16
2157429937,,32
49188662,,32
33058822,,6
2110865252,,32
39172707,,12
1569736858,,24
148122250,,1
1805991055,,37
2395936,,14
51098138,,24
39980906,,18
2110586169,,15
9332945,,14
39901030,,32
2119081469,,7
40688328,,6
2237681896,,24
2063959275,,16
3187484,,34
2275157286,,26
9567136,,7
48030192,,1
49071560,,6
3436470,,7
2154184644,,5
144720255,,9
143719920,,9
34761498,,15
35965227,,4
47473421,,10
8270717,,16
3045089,,7
2412834,,9
1505793452,,7
152346798,,10
2388582055,,27
1711439,,15
2108160372,,6
2203743,,16
144906624,,1
1742203875,,8
49025801,,6
1413966277,,15
145585097,,5
145072252,,24
39901889,,1
2342237689,,7
40383658,,5
2145275527,,32
146948229,,5
51466208,,22
2375706,,10
2313916159,,18
2053527572,,1
2181918,,16
50462546,,6
2069434050,,15
143710447,,32
143620680,,5
2694924,,6
2313918299,,18
1754452702,,16
2144033820,,32
2313916525,,18
24952249,,6
3458736,,5
7885067,,6
2152002603,,15
35248610,,2
2814161,,21
1491138008,,23
32012022,,5
2110392124,,16
35279146,,4
2672644,,16
1724815,,15
1755278,,29
78843496,,12
88728159,,5
122024152,,4
2116567344,,15
122979319,,16
2117710051,,6
14584673,,10
144074883,,14
2178889,,4
2110121852,,12
1387898803,,4
2253741217,,7
1784851,,12
3003954,,6
2795508,,16
2189305275,,18
2111071074,,17
1946262733,,12
1667817604,,5
1491348598,,10
1995313,,16
52122002,,24
46666605,,5
78088877,,9
2112127876,,5
3127100,,16
144970872,,10
2313918566,,18
2169682,,14
3444569,,16
2065640764,,12
1780708283,,11
2314194315,,18
3378188,,21
1860892,,3
3320415,,14
2108693711,,10
1401724111,,15
49521390,,6
2108485106,,14
144479015,,4
1735710,,15
144372023,,21
2291134164,,7
2065354172,,7
144805536,,14
143800179,,5
1789625,,21
143783339,,16
2138450397,,28
2110197273,,6
49283134,,15
2256481400,,7
1692368,,15
2368275099,,9
2362181324,,20
1742688,,6
39051054,,16
46844846,,15
1719082,,15
38092776,,5
1632920625,,21
143799386,,6
2069022639,,3
143891665,,20
3106683,,16
2314073913,,18
2183529,,15
1808897,,16
2109535700,,21
2313913152,,18
2058195661,,15
2446263,,12
2246085172,,7
10667063,,34
48569885,,25
30300197,,5
46352821,,12
2238759553,,24
1735243,,14
2197533966,,18
2314332514,,18
144307851,,11
2274034743,,27
143865718,,21
145768639,,6
39924919,,0
2067789287,,4
2052356393,,4
145391991,,5
2269736837,,7
40527594,,12
2150059510,,20
2516087,,9
2184409452,,14
1978097132,,4
2065005836,,26
145193802,,21
2149465392,,3
103277778,,18
40916033,,28
2108955773,,4
2054963003,,6
46217681,,5
81098844,,28
2066277988,,10
22197083,,6
34996529,,15
51894641,,12
2154610174,,4
1699819,,6
47739850,,12
113906155,,6
3233956,,15
2275593618,,26
39517968,,12
2146553789,,6
41192764,,16
2108088898,,8
123036976,,5
31498163,,5
2249724552,,18
2827060,,12
2340467534,,8
2313925537,,18
2313909428,,18
3405256,,32
48359498,,16
18439314,,12
2372357,,15
49882812,,28
2155848028,,14
12178401,,19
3331321,,12
2119288544,,15
2145912072,,14
2316895822,,31
143995880,,21
145704057,,21
3194727,,10
2787022,,4
1688869,,16
2135608343,,13
1519290245,,10
143876162,,4
2271385386,,16
33014152,,12
2512747,,4
1747720,,31
2287229912,,2
80306387,,15
4527324,,9
2313918488,,18
2109384539,,32
50982078,,9
47412750,,9
8362363,,7
2138799241,,5
2558463,,16
81408931,,12
2249851858,,18
2068227,,32
2153728032,,4
2130215451,,7
51225879,,7
2248651109,,24
2244651851,,12
40009100,,2
2129047988,,18
2167690625,,2
2544107,,12
2735095,,32
2063937616,,14
2122908904,,3
51235411,,20
3451493,,12
79215748,,12
51027911,,12
95329799,,5
49841350,,17
2841893,,12
1388252731,,24
7634925,,16
150346771,,10
3226635,,6
33977299,,6
145411696,,14
7655033,,12
2549032,,20
2085709,,6
3326124,,14
3622148,,16
40625240,,12
2801204,,7
2313913986,,18
2257223405,,2
2149798086,,21
152894322,,21
144137069,,6
145217343,,5
46331912,,16
2113511266,,5
2064918759,,30
2111073313,,4
52198489,,15
2313917660,,18
5795999,,6
2072801764,,5
144652072,,5
2300095443,,12
143849569,,15
2052368480,,7
8458211,,5
39940699,,16
1907863,,16
1756112,,4
2007285239,,18
26161085,,5
46956309,,4
3538158,,23
1630895679,,12
34660073,,16
2145775521,,21
2131633719,,15
2065896055,,24
2116665774,,9
98623604,,12
5055381,,16
1902176,,20
47985172,,16
2304698000,,22
1452679273,,10
47230320,,21
50592574,,6
145714153,,12
82342433,,6
2306162066,,4
1431324928,,28
2053413480,,15
1669997484,,6
1833839,,17
2379840,,20
1708654,,16
151503424,,12
2305450,,12
2313918577,,18
2106725555,,14
152496559,,6
145254624,,16
2060439659,,6
1443785041,,6
2144143679,,14
2287026585,,2
2253746565,,7
145123820,,11
2312781043,,20
1878835,,6
1740709566,,12
3130228,,12
2083688752,,5
2727584,,21
50615630,,9
122337128,,32
2012510,,5
1714059,,29
2295667288,,18
145463313,,32
2118716442,,9
2998762,,15
2158124381,,6
1990806,,2
2275244920,,26
2244262286,,24
4883630,,15
145564250,,10
1490968632,,22
2057832523,,15
4937157,,16
1404556973,,26
2298981610,,12
2267339677,,26
50478054,,1
1681995,,21
2328333,,17
2109404730,,6
2323556372,,15
47537639,,20
40428703,,10
1410970362,,12
31609618,,4
2144330792,,6
151485208,,9
1997944417,,6
2209989425,,5
39586294,,23
2311318,,16
1693182792,,1
8223547,,4
2139644197,,9
15622746,,23
2026302645,,9
2376144,,12
2035718,,32
103204798,,6
2275245419,,26
1392011530,,12
2158825924,,24
1753288,,15
1811211,,1
2313925401,,18
2345349510,,5
1833359,,14
144849629,,5
117872156,,25
3353106,,14
1388407684,,21
3028785,,26
2275252295,,26
113568063,,5
32782126,,32
2108755854,,10
46187220,,23
2157221163,,9
2956992,,38
2057237074,,3
39533001,,12
2313919760,,18
2010660,,9
3393556,,9
3232546,,1
84146411,,7
2149140383,,33
1880918,,15
144050371,,20
2266751414,,18
1853188487,,21
2046925281,,12
1687974,,10
1476766004,,6
2168175874,,2
1760137,,9
143857309,,12
32872382,,15
2034063990,,15
145040088,,15
1699559,,6
2149253469,,10
40899528,,21
1397958221,,8
35681810,,16
2299445677,,22
2275244914,,26
5815574,,19
144056327,,16
50202099,,16
35025299,,12
2115689465,,6
2108279486,,9
147487949,,18
2070590037,,11
145419642,,20
2244112,,14
15644381,,9
2144219662,,9
1737285,,12
2127450728,,5
2217938153,,1
5053947,,16
2007325129,,19
1569557064,,6
2161342687,,7
144428784,,15
1697141,,16
2494510,,4
1632916259,,21
1381761887,,9
16443937,,16
2119204984,,10
49943757,,10
2285247341,,27
2075413447,,5
48615144,,1
2154709897,,6
52184096,,41
2509726,,9
1705983,,12
51411174,,25
1739356196,,8
35880964,,16
2603033,,16
121500133,,23
2069676721,,20
46176857,,6
2066153554,,16
5723508,,21
2292155661,,7
2313919174,,18
2117218646,,4
73776539,,21
2388585970,,27
2286977473,,2
152447364,,7
2842007,,15
67038137,,4
3316311,,12
38767143,,3
40634311,,16
1756566,,2
1693612,,12
2067056655,,5
2647582,,9
2064804584,,15
8395288,,21
2978255,,4
48169460,,16
2064210,,21
144610884,,14
39978391,,12
151475294,,13
2367794429,,1
1704215817,,12
2313919243,,18
1509809381,,5
1491450638,,6
2118484750,,6
2298925536,,12
143775536,,12
19266011,,12
49723481,,6
1998485,,10
1413718981,,16
49481165,,17
46210036,,9
2143528693,,6
35250693,,16
32273102,,23
2113830293,,4
2237425331,,9
2272846244,,18
36069327,,6
2313916229,,18
145496882,,6
2255687,,9
145180695,,16
2866070,,15
2275207240,,26
2259068335,,2
1737089,,21
2275225207,,26
41016704,,7
51445278,,7
2227182886,,12
144876211,,6
3075189,,9
23999143,,9
2072572294,,16
151502810,,9
2125024057,,9
3259992,,20
4713521,,11
7790917,,12
50814287,,21
2047143813,,14
8282805,,16
2054165706,,12
30548955,,32
2269148566,,12
3344956,,15
38009979,,20
2111727840,,14
1410913697,,18
1996033,,15
34507928,,12
2287268442,,4
2315897190,,7
2086383772,,17
36031131,,5
1683403,,14
2086927509,,21
3323621,,9
2765564,,7
51997673,,9
2723309,,4
2280560299,,15
2196517328,,7
2010229965,,28
2816922,,28
1791707,,5
2238569661,,10
2217861514,,12
2060422236,,15
2052614922,,2
36685537,,32
2070989574,,5
38147373,,12
49958310,,32
1491750155,,5
52326632,,12
144864359,,26
2293316662,,7
2010057,,18
144115026,,10
12970869,,32
51208420,,38
21031402,,28
2228824,,16
2093474992,,12
2155792599,,6
145203884,,6
2751715,,23
35450887,,26
1760944,,16
144270731,,30
1390892946,,9
2066188769,,12
2313913532,,18
144948925,,13
50703697,,6
2256468903,,7
2729164,,5
3325894,,16
2122896649,,9
1703235,,16
51131802,,26
3492469,,15
143713756,,9
11388466,,38
2144884909,,6
51919565,,21
1736067,,6
2116505638,,9
2215061296,,9
33481412,,32
10804886,,28
2055263037,,16
2029651808,,37
1722360,,5
2309476572,,15
1708660,,15
38835004,,1
2135971356,,5
1583434563,,4
48806258,,6
2055624181,,6
1743763,,15
1409943049,,2
2263382573,,2
2152274215,,20
1726587,,6
2210947922,,6
1845704,,15
2111329651,,6
2243190191,,24
2276187117,,26
123637526,,28
2384699331,,38
1736727,,14
1752953759,,1
2263593159,,3
2151333468,,10
2068347799,,1
1775384,,20
2056459887,,13
2111252266,,9
2153400663,,12
2109194747,,6
2124848709,,9
2107231340,,15
40364567,,14
2267443,,15
51327074,,11
2542753,,7
144114446,,26
2152513436,,9
49687105,,12
66443522,,21
49889487,,6
2743563,,12
6254704,,15
2065873878,,27
1745899,,5
1696373,,4
2852106,,26
39841182,,23
87353023,,8
1885349,,16
39557864,,34
145955800,,9
4194027,,16
2107709516,,20
48064856,,6
2254150689,,7
90972764,,15
89030634,,29
50571574,,6
35159852,,16
46223842,,24
2065121524,,12
145499378,,9
143864583,,9
2169175069,,37
8365320,,6
1443742776,,10
144790990,,20
2390615019,,27
3204076,,15
2109329406,,12
49243413,,9
9870507,,6
2117940912,,3
1746214,,10
2055746849,,12
2142663191,,6
5615276,,13
1717710,,15
2156645170,,6
2374785500,,20
143971817,,15
73485257,,15
145814654,,12
1731709,,9
144687988,,15
123903445,,32
2196510642,,7
46183659,,21
51121518,,16
2341528471,,22
145905953,,5
2111312892,,10
47261946,,5
145270228,,32
47002704,,9
40860208,,15
6475221,,27
3639944,,15
2044655623,,12
1971525,,23
2257659779,,1
2280198895,,24
3998980,,12
144505698,,9
40655309,,12
2118846697,,15
1714004,,16
153155220,,7
40244451,,6
31993415,,16
40859061,,12
2308841135,,1
2314443259,,27
2150345448,,6
2052812305,,39
1776374,,6
48180698,,37
3075033,,9
3134710,,21
143872936,,9
2000792431,,12
2125374460,,12
2074097046,,5
144942719,,2
2865775,,29
2082907063,,17
2064562773,,16
32551479,,21
2073147261,,16
2275244171,,26
2111036547,,32
2300139620,,12
2263188304,,2
51352814,,21
2143950620,,12
2275249879,,26
2288184229,,12
145829303,,20
144956443,,7
2099904817,,15
1736589,,28
2269749997,,7
2242468870,,15
3451901,,12
2313919256,,18
48080348,,9
2077604116,,18
2107983441,,14
2109512754,,12
152842060,,3
1906061249,,9
2002676,,15
3251767,,9
1491707104,,7
2156538832,,5
1752236,,9
7744881,,37
50563570,,21
1558541225,,6
116066665,,9
8296242,,7
2545358,,12
33733502,,43
2212463954,,37
51428394,,21
35752280,,5
2638246,,12
2064928589,,20
3198263,,32
8581333,,16
31181279,,32
2155555,,7
69879999,,7
31843833,,9
3116357,,15
2118869261,,21
5116578,,16
103681415,,26
2313912601,,18
2123595984,,14
2108989315,,32
3046102,,30
143808231,,12
145786594,,6
2161835643,,18
2211123915,,31
40868287,,16
15394369,,22
1760364,,21
117791840,,7
2090358286,,3
97905921,,12
150311931,,6
2316152880,,10
2145179541,,12
29827891,,12
2057642721,,12
1702137,,21
2154608209,,4
1387990552,,6
14279694,,18
2939803,,21
144908539,,16
34772064,,1
1704657,,1
3381809,,7
144090485,,30
144026300,,21
2380964224,,27
2597292,,9
144112155,,20
37814588,,2
3658427,,12
1999191869,,3
48231536,,9
145944235,,14
39683441,,16
144304449,,15
1523759881,,16
2145739240,,9
1792298,,16
2149670376,,6
5825907,,15
1719347,,10
1887997,,6
2154731574,,6
35053675,,17
1807080,,21
1387988163,,16
120791559,,10
2286895313,,2
2275296777,,26
153615419,,14
48414237,,14
2326452869,,22
1918552,,5
145866019,,4
2275226809,,26
2146280087,,6
102942291,,28
2357599490,,12
2670103,,16
2115475379,,16
34243620,,15
2443233,,6
1800919,,21
51306676,,15
2117706920,,4
2273733474,,37
39139825,,5
2962623,,16
1682418,,3
1727668,,4
1657798065,,9
108281807,,7
144150274,,21
65849212,,1
143711382,,4
2108397859,,32
3363593,,9
2149615771,,9
2260132137,,5
30407997,,7
51257580,,34
152462964,,21
2257452648,,7
2052366271,,26
2125913,,20
2131867883,,18
1591111860,,37
40564183,,6
2597809,,16
2143434227,,16
48650879,,2
2226781562,,6
41015741,,1
2116519258,,10
2111056280,,6
2378902,,6
2214082934,,20
3422774,,26
2871166,,15
1804104,,21
47796324,,6
49513989,,5
3180607,,15
2117010689,,17
51455558,,16
2423297,,4
1687524,,16
2111672235,,16
7843061,,12
1895356,,29
4454861,,16
143696607,,5
8418491,,8
2115556482,,4
3449782,,31
1996134,,16
3414491,,21
152790163,,9
2883417,,7
2275250083,,26
2253464521,,16
1387977754,,15
1805993128,,5
35582047,,16
151352107,,21
1994065972,,1
145006560,,6
1581621424,,4
2107148568,,16
1756036,,12
46265547,,9
2123129131,,9
2261792454,,6
2368297117,,18
48033068,,6
25618227,,14
2269148145,,12
1819830,,7
1406206167,,28
2425230,,7
1743232,,5
103871683,,10
2249821858,,27
34451449,,13
2287766729,,2
34399452,,10
2052215402,,12
2111226832,,14
49437682,,16
2275245661,,26
49680751,,10
2313916217,,18
68973833,,12
40354707,,30
1576852409,,14
114577307,,6
32598584,,28
41037351,,32
2144084789,,12
47237027,,12
3399181,,2
3047212,,5
1988888746,,6
143891417,,25
8036713,,9
34638725,,14
1986808,,25
1988652320,,37
35328044,,16
1380260189,,5
133551208,,32
143825455,,6
2886006,,16
2075783,,21
2323566,,9
144445933,,6
49756115,,32
144758045,,12
2243685256,,6
2111227368,,15
3241499,,1
39031498,,15
153360678,,21
3278836,,12
2341668505,,22
2111622895,,5
1454990616,,9
35207130,,32
2275203310,,26
2265927244,,2
3048564,,2
39922478,,14
35509365,,7
153200043,,12
2220617138,,22
143942774,,15
2292386654,,7
2655698,,9
1492114156,,32
