paperId,title,year,venue,fieldsOfStudy
4c94ee7df6bc2bfcac76703be4f059a79010f7e5,Self-Supervised Visual Feature Learning With Deep Neural Networks: A Survey,2019.0,IEEE Transactions on Pattern Analysis and Machine Intelligence,"Computer Science,Medicine"
b0c065cd43aa7280e766b5dcbcc7e26abce59330,SegNet: A Deep Convolutional Encoder-Decoder Architecture for Image Segmentation,2015.0,IEEE Transactions on Pattern Analysis and Machine Intelligence,"Computer Science,Medicine"
995c5f5e62614fcb4d2796ad2faab969da51713e,Batch Normalization: Accelerating Deep Network Training by Reducing Internal Covariate Shift,2015.0,International Conference on Machine Learning,Computer Science
566de8271556e8776a1b0cef86a045ef3a92d214,Deep learning for short-term traffic flow prediction,2016.0,,"Engineering,Mathematics"
82024003820d52ef344fb210d050f469f60ddf4b,Breaking Cryptographic Implementations Using Deep Learning Techniques,2016.0,SPACE,"Computer Science,Engineering"
c3070ad9ebfe56cc7b2833e353c66392f5b7afb9,Deep Learning for solar power forecasting — An approach using AutoEncoder and LSTM Neural Networks,2016.0,"IEEE International Conference on Systems, Man and Cybernetics",Computer Science
f06a12928307e17b1aff2b9f4a6c11791f19b6a7,Deep Mutual Learning,2017.0,2018 IEEE/CVF Conference on Computer Vision and Pattern Recognition,Computer Science
1703631a938b397ba7e858161ce16448f6046d6f,iCaRL: Incremental Classifier and Representation Learning,2016.0,Computer Vision and Pattern Recognition,"Computer Science,Mathematics"
7601b995303f953955004db7b9b8b206c0e02ff8,Learning Structured Sparsity in Deep Neural Networks,2016.0,Neural Information Processing Systems,"Computer Science,Mathematics"
b19729b27a1b4c24b52f87308c907653300afa7f,Dota 2 with Large Scale Deep Reinforcement Learning,2019.0,arXiv.org,"Computer Science,Mathematics"
b5f3e5d2912bedbcd9458952d664b08db6aed962,Accurate Image Super-Resolution Using Very Deep Convolutional Networks,2015.0,Computer Vision and Pattern Recognition,Computer Science
4a920546a3797b99d2eafabe8f9e2e2e1188ffe7,Deep Residual Learning for Image Recognition: A Survey,2022.0,Applied Sciences,
f4c5d13a8e9e80edcd4f69f0eab0b4434364c6dd,"Variational Autoencoder for Deep Learning of Images, Labels and Captions",2016.0,Neural Information Processing Systems,"Computer Science,Mathematics"
a464e45d17da3e60bffb87290fab46f89607b7be,Deep learning from crowds,2017.0,AAAI Conference on Artificial Intelligence,"Mathematics,Computer Science"
a9c8124b18c0e843878f2df4d49da6f250dc06e7,Decomposition of Uncertainty in Bayesian Deep Learning for Efficient and Risk-sensitive Learning,2017.0,International Conference on Machine Learning,Computer Science
5e39ec7bb7fbf77fc15224ee0dc71bb4f2c44174,Deep learning for biology,2018.0,Nature,Medicine
642d0f49b7826adcf986616f4af77e736229990f,"Deep Compression: Compressing Deep Neural Network with Pruning, Trained Quantization and Huffman Coding",2015.0,International Conference on Learning Representations,Computer Science
162ea969d1929ed180cc6de9f0bf116993ff6e06,Deep Face Recognition,2015.0,British Machine Vision Conference,Computer Science
2dec4f52b1ce552b416f086d4ea1040626675dfa,Toward an Integration of Deep Learning and Neuroscience,2016.0,bioRxiv,"Biology,Medicine,Computer Science,Mathematics"
1ddd174935c7bb4f0c341273f541da14cf8aa5d8,Learning to decode linear codes using deep learning,2016.0,"Allerton Conference on Communication, Control, and Computing","Computer Science,Mathematics"
306a2e8ca31fdcc148618d37074785c290f96375,MentorNet: Learning Data-Driven Curriculum for Very Deep Neural Networks on Corrupted Labels,2017.0,International Conference on Machine Learning,Computer Science
5c7e5248d9eb7f373f10277410bf8506160907ea,All-optical machine learning using diffractive deep neural networks,2018.0,Science,"Computer Science,Medicine,Physics"
ce2df898e84bd8815cc3b5a3bd079f069438393f,Disease detection on the leaves of the tomato plants by using deep learning,2017.0,International Conference on Agro-Geoinformatics,Computer Science
c0927ffb79810318daab8821068629975cab67ad,Deep Learning for Classification of Malware System Call Sequences,2016.0,Australasian Conference on Artificial Intelligence,Computer Science
59a922212153d3407e658109f36c11a34ee7d283,Continual Learning with Deep Generative Replay,2017.0,Neural Information Processing Systems,Computer Science
98cb29c03a0882fde368db28ade214c57c3239d6,Multi-agent deep reinforcement learning: a survey,2021.0,Artificial Intelligence Review,Computer Science
b8e49216e5b4a017342b0be5f6fbbd79e690a1c7,Optimal auctions through deep learning,2017.0,International Conference on Machine Learning,Computer Science
50179f1fe04b63fce815f32c9a0150c3f9dc709e,Online Deep Learning: Learning Deep Neural Networks on the Fly,2017.0,International Joint Conference on Artificial Intelligence,"Computer Science,Mathematics"
1a2118bed729579528deb51e745d58dd3629baf6,Learning Important Features Through Propagating Activation Differences,2017.0,International Conference on Machine Learning,Computer Science
d289ce63055c10937e5715e940a4bb9d0af7a8c5,DeepMon: Mobile GPU-based Deep Learning Framework for Continuous Vision Applications,2017.0,"ACM SIGMOBILE International Conference on Mobile Systems, Applications, and Services",Computer Science
2581b3e44592b3b3741474c8d6f483a90c29f139,Deep learning for physical processes: incorporating prior scientific knowledge,2017.0,International Conference on Learning Representations,"Physics,Computer Science,Mathematics"
f152cfd441a52c9ceb2ae724d601fb4fb9ec77ea,Regularization for Deep Learning: A Taxonomy,2017.0,arXiv.org,"Computer Science,Mathematics"
9c11b1552748c697bbfd33c157f7b7875686eb10,Application of deep learning in object detection,2017.0,International Conference on Interaction Sciences,Computer Science
fea535fd5abce9b47ebeb5d73ac3d70325e6c686,Routing or Computing? The Paradigm Shift Towards Intelligent Computer Network Packet Transmission Based on Deep Learning,2017.0,IEEE transactions on computers,Computer Science
58eb6ed4667dd044698d70e127577655c227ba19,A Review of Deep Learning Methods and Applications for Unmanned Aerial Vehicles,2017.0,J. Sensors,"Computer Science,Engineering"
9f1e9e56d80146766bc2316efbc54d8b770a23df,Deep Reinforcement Learning: An Overview,2017.0,arXiv.org,Computer Science
1ab4f6fc570b21756793cb286e8cdeb37736f858,On Deep Learning for Trust-Aware Recommendations in Social Networks,2017.0,IEEE Transactions on Neural Networks and Learning Systems,"Computer Science,Medicine"
961d0f3d0c852055a202ef315b02cd69863098e9,"Artificial intelligence, machine learning and deep learning",2017.0,International Conference on ICT and Knowledge Engineering,Computer Science
b28f75371e04c39090c17c2caee2d98b758b2104,Deep-learning-based ghost imaging,2017.0,Scientific Reports,"Computer Science,Medicine"
2292300654a2719d0617596b58c36b5d92457514,Deep Learning Based Feature Selection for Remote Sensing Scene Classification,2015.0,IEEE Geoscience and Remote Sensing Letters,Computer Science
eb37e7b76d26b75463df22b2a3aa32b6a765c672,QT-Opt: Scalable Deep Reinforcement Learning for Vision-Based Robotic Manipulation,2018.0,Conference on Robot Learning,"Computer Science,Mathematics"
8fbb115c578e8bfbcc1615bd7af990396abf6776,Identity Matters in Deep Learning,2016.0,International Conference on Learning Representations,"Computer Science,Mathematics"
98e8b2f6a8583e83ce0159dd29cf5d848adcbd24,Failures of Gradient-Based Deep Learning,2017.0,International Conference on Machine Learning,"Computer Science,Mathematics"
ee3837d335c43019347274db8ff4402a0cfa2c8e,On the Origin of Deep Learning,2017.0,arXiv.org,"Computer Science,Mathematics"
d6c850b41500be8cfadb5aa710934d9c5c7bc100,Towards deep learning with segregated dendrites,2016.0,eLife,"Mathematics,Medicine,Computer Science,Biology"
bfbdf36d50066c39dedf688150d63ba4b84d7e52,DroidDetector: Android Malware Characterization and Detection Using Deep Learning,2016.0,,Engineering
9172cd6c253edf7c3a1568e03577db20648ad0c4,Reinforcement Learning with Deep Energy-Based Policies,2017.0,International Conference on Machine Learning,Computer Science
33690ff21ef1efb576410e656f2e60c89d0307d6,Deep Reinforcement Learning that Matters,2017.0,AAAI Conference on Artificial Intelligence,"Computer Science,Mathematics"
1464776f20e2bccb6182f183b5ff2e15b0ae5e56,Benchmarking Deep Reinforcement Learning for Continuous Control,2016.0,International Conference on Machine Learning,"Computer Science,Mathematics"
6bf513fc03d1d67b908a81abe856477ea5fcfbf4,Benchmarking State-of-the-Art Deep Learning Software Tools,2016.0,International Conference on Cloud Computing and Big Data,Computer Science
431a1a620b762750ac92b35d97de67169eb8069c,DLAU: A Scalable Deep Learning Accelerator Unit on FPGA,2016.0,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,Computer Science
4b61c25a86083c20730c9b12737ac6ac4178c364,An Introduction to Deep Reinforcement Learning,2018.0,Found. Trends Mach. Learn.,"Computer Science,Mathematics"
f8492a321d66c381637b693a24af994af41b3cdf,Transfer Learning in Deep Reinforcement Learning: A Survey,2020.0,IEEE Transactions on Pattern Analysis and Machine Intelligence,"Computer Science,Mathematics,Medicine"
74f23063ca77f5b1caa3770a5957ae5fc565843e,Multi-Task Learning with Deep Neural Networks: A Survey,2020.0,arXiv.org,"Computer Science,Mathematics"
5877e373c41e64701a20ecf308965d9ec0978bb1,A Survey on Deep Semi-Supervised Learning,2021.0,IEEE Transactions on Knowledge and Data Engineering,Computer Science
66f44806cd46a27f02ceb74bdfd9ad6e77e044ca,Toward an Online Anomaly Intrusion Detection System Based on Deep Learning,2016.0,International Conference on Machine Learning and Applications,Computer Science
12806c298e01083a79db77927530367d85939907,An Empirical Evaluation of Deep Learning on Highway Driving,2015.0,arXiv.org,Computer Science
0772905d40b9afa3dc087a88184f09f3b3e1464f,Learning to Communicate with Deep Multi-Agent Reinforcement Learning,2016.0,Neural Information Processing Systems,Computer Science
cf5a21684aefb1b8db6e0490167636d245396095,"Deep Batch Active Learning by Diverse, Uncertain Gradient Lower Bounds",2019.0,International Conference on Learning Representations,"Computer Science,Mathematics"
be26cdf0573bc8eee1119802e548dfaa2e401bdb,Overview of deep learning,2016.0,Youth Academic Annual Conference of Chinese Association of Automation,Computer Science
b0e6fd0c22865fa8ca7a02d18681087052c9f6c5,A Survey on Bayesian Deep Learning,2016.0,ACM Computing Surveys,Computer Science
50db42104b0770156c1a3f5ee585bf341050e787,A survey of deep learning methods and software tools for image classification and object detection,2016.0,Pattern Recognition and Image Analysis,Computer Science
524664475292ad6cdbdda3992fe5dc8f036b6ce5,Deep Learning for Emotion Recognition on Small Datasets using Transfer Learning,2015.0,International Conference on Multimodal Interaction,Computer Science
5e383584ccbc8b920eaf3cfce3869da646ff5550,Deep Neural Networks for YouTube Recommendations,2016.0,ACM Conference on Recommender Systems,Computer Science
15b1151a6c95e9ec00f419c90c712b13fd021e1c,Deep Reinforcement Learning: A Survey,2022.0,IEEE Transactions on Neural Networks and Learning Systems,"Computer Science,Medicine"
884750937bb97e82c41316d80e5d104e0c0e4795,Deep Metric Learning via Lifted Structured Feature Embedding,2015.0,Computer Vision and Pattern Recognition,Computer Science
09a740aca5510c8cd5dd5a7474d6c1dcae08eff6,An Overview of Deep Semi-Supervised Learning,2020.0,arXiv.org,"Computer Science,Mathematics"
1298dae5751fb06184f6b067d1503bde8037bdb7,Deep Reinforcement Learning for Dialogue Generation,2016.0,Conference on Empirical Methods in Natural Language Processing,Computer Science
511ff60d4aa5ab2660552f02ee85692425912b46,OctNet: Learning Deep 3D Representations at High Resolutions,2016.0,Computer Vision and Pattern Recognition,Computer Science
16e83f3f0f78ceb203746eeb88f1f5aae9ba3092,Deep reinforcement learning: a survey,2020.0,Frontiers of Information Technology & Electronic Engineering,Computer Science
faa98e73eeee551c40923c896817ab640925ce20,Deep Image Prior,2017.0,International Journal of Computer Vision,"Computer Science,Mathematics"
bfe284e4338e62f0a61bb33398353efd687f206f,Learning to Compare: Relation Network for Few-Shot Learning,2017.0,2018 IEEE/CVF Conference on Computer Vision and Pattern Recognition,Computer Science
cafcdab811c7834c9c09960e09f9feb045efc945,Label Propagation for Deep Semi-Supervised Learning,2019.0,Computer Vision and Pattern Recognition,Computer Science
a2b5d224895d96bfe2e384e2dcf1ebd136ac3782,An Empirical Study of Example Forgetting during Deep Neural Network Learning,2018.0,International Conference on Learning Representations,"Computer Science,Mathematics"
65c47c35495f472bad1c088dfd1e15c304786634,Cardiologist-level arrhythmia detection and classification in ambulatory electrocardiograms using a deep neural network,2019.0,Nature Network Boston,"Medicine,Computer Science"
332c44793b70776b9b966128c52e694222b1ab73,A survey of deep meta-learning,2020.0,Artificial Intelligence Review,"Computer Science,Mathematics"
f5f323e62acb75f785e00b4c90ace16f1690076f,Deep Recurrent Q-Learning for Partially Observable MDPs,2015.0,AAAI Fall Symposia,"Mathematics,Computer Science"
8b419080cd37bdc30872b76f405ef6a93eae3304,Federated Learning of Deep Networks using Model Averaging,2016.0,arXiv.org,Computer Science
e3b0ea7209731c47b582215c6c67f9c691ad9863,Deep Q-learning From Demonstrations,2017.0,AAAI Conference on Artificial Intelligence,Computer Science
325e51cdb065666f3c9e21e70a823bbe33fefae7,On the Expressive Power of Deep Learning: A Tensor Analysis,2015.0,Annual Conference Computational Learning Theory,"Computer Science,Mathematics"
950d423dddf28aaadbca7d58d603bbcc8295affd,Deep Learning,2018.0,Wiley StatsRef: Statistics Reference Online,"Computer Science,Mathematics"
5f0850ec47a17f22ba2611a5cb67a30cb02cf306,Learning to Track at 100 FPS with Deep Regression Networks,2016.0,European Conference on Computer Vision,Computer Science
a4817d3eaa31d58b135d97d066fd29c2d27549cc,Deep Learning,2019.0,Machine Learning and its Applications,Computer Science
ccb59ebd1840bc8bcce1b25a97d8ab95259bedf2,Deep Learning,2019.0,Artificial Intelligence Basics,Sociology
967a21a111757d6af7f7a25ca7ea2bdf6d505098,Deep Graph Infomax,2018.0,International Conference on Learning Representations,"Computer Science,Mathematics"
ad367b44f3434b9ba6b46b41ab083210f6827a9f,Deep Predictive Coding Networks for Video Prediction and Unsupervised Learning,2016.0,International Conference on Learning Representations,"Computer Science,Mathematics,Biology"
7872f34e2a164c5cf3c34a7a7433dc3342b6c7ea,"Machine Learning: Algorithms, Real-World Applications and Research Directions",2021.0,SN Computer Science,"Computer Science,Medicine"
6dae703128d9caff2623eb8dfe2526dc6ad7aff5,A Theoretical Analysis of Deep Q-Learning,2019.0,Conference on Learning for Dynamics & Control,"Computer Science,Mathematics"
28e66d188efbd0bbb64242b611d96769be910c15,"Deep Reinforcement Learning for Multiagent Systems: A Review of Challenges, Solutions, and Applications",2018.0,IEEE Transactions on Cybernetics,"Computer Science,Medicine,Mathematics"
b49425f78907fcc447d181eb713abffc74dd85e4,Sampling Matters in Deep Embedding Learning,2017.0,IEEE International Conference on Computer Vision,Computer Science
1c3e323d69a41ca914f714e6c1c88ee1e1d9c06a,Towards Biologically Plausible Deep Learning,2015.0,arXiv.org,Computer Science
1b6d713d303a97d66c98b93f04b0d405cad79621,Gene expression inference with deep learning,2015.0,bioRxiv,"Computer Science,Biology,Medicine"
a39398f68ae7e042f2ef5009e31b4e6a20fd5736,Learning Deep Transformer Models for Machine Translation,2019.0,Annual Meeting of the Association for Computational Linguistics,Computer Science
e37b999f0c96d7136db07b0185b837d5decd599a,Deep reinforcement learning for robotic manipulation with asynchronous off-policy updates,2016.0,IEEE International Conference on Robotics and Automation,Computer Science
83d410601e3d55fab285926882828a48e23b97e4,Transferable Representation Learning with Deep Adaptation Networks,2019.0,IEEE Transactions on Pattern Analysis and Machine Intelligence,"Computer Science,Medicine"
b5c98214f5a03813323bf7dbee376b6ef735e5fe,Hands Deep in Deep Learning for Hand Pose Estimation,2015.0,arXiv.org,Computer Science
6a61b4967c161347525abc3ab5dba590c0cd99ca,Analysis of function of rectified linear unit used in deep learning,2015.0,IEEE International Joint Conference on Neural Network,Computer Science
c192c7d1d94e7a64de7e18e2f2fdffbf2909fcff,Deep Multimodal Representation Learning: A Survey,2019.0,IEEE Access,Computer Science
ba013acca784bfea74241c879e18b72984950493,On The Power of Curriculum Learning in Training Deep Networks,2019.0,International Conference on Machine Learning,"Computer Science,Mathematics"
5507d267bbf0b4cdb9f893c3c0960a45016f7010,Deep Leakage from Gradients,2019.0,Neural Information Processing Systems,"Computer Science,Materials Science,Mathematics"
1a2fb75103ea9dc9ff31711ba5aa357088c026bc,Automated Vulnerability Detection in Source Code Using Deep Representation Learning,2018.0,International Conference on Machine Learning and Applications,"Computer Science,Mathematics"
a9b901fcd68a3715d5ef186a398476bc1e762b0e,Deep Reinforcement Learning for Cyber Security,2019.0,IEEE Transactions on Neural Networks and Learning Systems,"Computer Science,Medicine,Mathematics"
370a5f4b305540f35821d2179c384f95f5a63eee,Toward Deep Learning Software Repositories,2015.0,2015 IEEE/ACM 12th Working Conference on Mining Software Repositories,Computer Science
5460c1cde49a0d89575f9b4e59d51c06139f436b,Jet-images — deep learning edition,2015.0,Journal of High Energy Physics,"Physics,Mathematics"
6ff50528f3d7c72772f8c0e3f8398f9dd8e06575,Adversarial Policies: Attacking Deep Reinforcement Learning,2019.0,International Conference on Learning Representations,"Computer Science,Mathematics"
72808bcd6e05de33261fc27bcafdb4d1855daf24,Blind Image Quality Assessment via Deep Learning,2015.0,IEEE Transactions on Neural Networks and Learning Systems,"Computer Science,Medicine"
e061d23b68e7d4aac5aece4794c044c80e638dca,Co-teaching: Robust training of deep neural networks with extremely noisy labels,2018.0,Neural Information Processing Systems,"Computer Science,Mathematics"
fa54b47df8641dff1579b5e8e0f18f057de68e73,DRN: A Deep Reinforcement Learning Framework for News Recommendation,2018.0,The Web Conference,Computer Science
a71503ac83cd62519c3e4004dc25c8f98764b184,Deep Metric Learning: A Survey,2019.0,Symmetry,"Mathematics,Computer Science"
c88dbaa5d8f4c915e286be5e38b5599038220493,Learning Deep Representation for Imbalanced Classification,2016.0,Computer Vision and Pattern Recognition,Computer Science
f32f16ca3c27ff945198c6551a5d35fae3b1a660,Learning Deep Generative Models of Graphs,2018.0,International Conference on Learning Representations,"Computer Science,Mathematics"
7a450675968d31b8363e21fb5d5b72474c128076,Deep Dynamics Models for Learning Dexterous Manipulation,2019.0,Conference on Robot Learning,"Engineering,Computer Science"
6ce9d1718f7c93f5bf9bcc4ccd928492d07cfb0d,Deep Learning,2018.0,Algorithms,Computer Science
08d9ecec46b060338349cc731331d5ea13c4b78d,Deep Belief Networks and deep learning,2015.0,Proceedings of 2015 International Conference on Intelligent Computing and Internet of Things,Computer Science
0197f278e2dedd67ec5067f47037b8cdd3ae8509,Deep Multimodal Learning: A Survey on Recent Advances and Trends,2017.0,IEEE Signal Processing Magazine,Computer Science
c1f05b723e53ac4eb1133249b445c0011d42ca79,Deep Convolutional Neural Networks for Image Classification: A Comprehensive Review,2017.0,Neural Computation,"Medicine,Computer Science"
47875832106e1ab8e0fdde96773fd043c9662ac8,Cooperative Multi-agent Control Using Deep Reinforcement Learning,2017.0,AAMAS Workshops,Computer Science
cce22bf6405042a965a86557684c46a441f2a736,Neural Network Dynamics for Model-Based Deep Reinforcement Learning with Model-Free Fine-Tuning,2017.0,IEEE International Conference on Robotics and Automation,"Computer Science,Mathematics"
3ac0fea1e5395cfb0dc1f0ee2b921fe22b23fed0,Stabilising Experience Replay for Deep Multi-Agent Reinforcement Learning,2017.0,International Conference on Machine Learning,Computer Science
3f43f08611cbcfba62bb9e0c5339c2a8f0cc3e4b,A survey and critique of multiagent deep reinforcement learning,2018.0,Autonomous Agents and Multi-Agent Systems,Computer Science
f96478d0694f18384934fc19a2655170f32e2d8c,Deep Direct Reinforcement Learning for Financial Signal Representation and Trading,2017.0,IEEE Transactions on Neural Networks and Learning Systems,"Computer Science,Medicine"
04162cb8cfaa0f7e37586823ff4ad0bff09ed21d,Guided Cost Learning: Deep Inverse Optimal Control via Policy Optimization,2016.0,International Conference on Machine Learning,"Computer Science,Mathematics"
d358d41c69450b171327ebd99462b6afef687269,Continuous Deep Q-Learning with Model-based Acceleration,2016.0,International Conference on Machine Learning,Computer Science
88c831ce56b8fcdc47ab5a8f133743abf58c8883,A Deep Reinforcement Learning Perspective on Internet Congestion Control,2019.0,International Conference on Machine Learning,Computer Science
43ef6f1b1c0622a23bc62af5a05dd5c813eba00d,Deep Active Learning for Named Entity Recognition,2017.0,Rep4NLP@ACL,Computer Science
4edd98e3947d8406ec95518c294721757afffb5d,Deep reinforcement learning for de novo drug design,2017.0,Science Advances,"Computer Science,Medicine,Mathematics"
1a37f07606d60df365d74752857e8ce909f700b3,Deep Neural Networks for Learning Graph Representations,2016.0,AAAI Conference on Artificial Intelligence,Computer Science
2eecf2a2788117b808b72321802731efc86526b2,Joint Unsupervised Learning of Deep Representations and Image Clusters,2016.0,Computer Vision and Pattern Recognition,Computer Science
1d81e7f428fea2b2e15ee3a96fe843ca603acc4c,Simple and Deep Graph Convolutional Networks,2020.0,International Conference on Machine Learning,"Computer Science,Mathematics"
f98788f32b0d33d200c9bc7d900d0ef39519c927,Multi-task Learning Using Uncertainty to Weigh Losses for Scene Geometry and Semantics,2017.0,2018 IEEE/CVF Conference on Computer Vision and Pattern Recognition,Computer Science
8db9df2eadea654f128c1887722c677c708e8a47,Deep Reinforcement Learning framework for Autonomous Driving,2017.0,Autonomous Vehicles and Machines,"Computer Science,Mathematics"
e4a323a3a1ca5ff4cc2dd74ede65f48fd62b897b,Deep API learning,2016.0,SIGSOFT FSE,Computer Science
cf986bfe13a24d4739f95df3a856a3c6e4ed4c1c,Learning Deconvolution Network for Semantic Segmentation,2015.0,IEEE International Conference on Computer Vision,Computer Science
fe2ef22089712fcff33a77761860a10b7834da47,Socially aware motion planning with deep reinforcement learning,2017.0,IEEE/RJS International Conference on Intelligent RObots and Systems,"Engineering,Computer Science"
b5bfb2776c33f8d5de8b812da7a7d5ad56cb84e3,Cost-Effective Active Learning for Deep Image Classification,2017.0,IEEE transactions on circuits and systems for video technology (Print),Computer Science
c4f67bb310ef9b5dca6623d3aa890182d9e828e7,Learning a Deep Embedding Model for Zero-Shot Learning,2016.0,Computer Vision and Pattern Recognition,"Computer Science,Mathematics"
020bb2ba5f3923858cd6882ba5c5a44ea8041ab6,Meta-Learning in Neural Networks: A Survey,2020.0,IEEE Transactions on Pattern Analysis and Machine Intelligence,"Computer Science,Medicine"
30741e7e30976f7b482eef3d00295ae4740ec21b,On-Line Building Energy Optimization Using Deep Reinforcement Learning,2017.0,IEEE Transactions on Smart Grid,"Computer Science,Mathematics"
dca8aa17ccbf72d9eeeba7dd701e851f2e6d39fd,Deep Metric Learning with Angular Loss,2017.0,IEEE International Conference on Computer Vision,Computer Science
6af440915b8a0718c93be1cf61905e41e620484a,Deep One-Class Classification,2018.0,International Conference on Machine Learning,Computer Science
96dc41d3b004fd4c7f96b71b4e174beb3088b2bb,Action-Decision Networks for Visual Tracking with Deep Reinforcement Learning,2017.0,Computer Vision and Pattern Recognition,Computer Science
34ab95637e7723302058f6526e33dc73857b9af2,Deep Kernel Learning,2015.0,International Conference on Artificial Intelligence and Statistics,"Computer Science,Mathematics"
754dbc09783980f383e16b8728fb9c21a39bfff0,On Deep Multi-View Representation Learning,2015.0,International Conference on Machine Learning,Computer Science
51579a8a40aea8dc6b9cdea9499dc27c2797499d,Deep Count: Fruit Counting Based on Deep Simulated Learning,2017.0,Italian National Conference on Sensors,"Computer Science,Engineering,Medicine"
3acff13163f51765bb36147f6107967765509d9b,Deep Neural Networks and Tabular Data: A Survey,2021.0,IEEE Transactions on Neural Networks and Learning Systems,"Computer Science,Medicine"
17429d1f750c87ba9fc22b8ffa78665d99bae6df,Deep residual learning for image steganalysis,2018.0,Multimedia tools and applications,Computer Science
9f56bda06700297fe8a8aab4bb429451cee9a441,Adaptivity of deep ReLU network for learning in Besov and mixed smooth Besov spaces: optimal rate and curse of dimensionality,2018.0,International Conference on Learning Representations,"Computer Science,Mathematics"
b8ebda42e272d3617375118542d4675a0c0e501d,Deep Hashing Network for Unsupervised Domain Adaptation,2017.0,Computer Vision and Pattern Recognition,Computer Science
041d99f442dc22cf51118dc992095be9aa0972e0,A Study on Overfitting in Deep Reinforcement Learning,2018.0,arXiv.org,"Computer Science,Mathematics"
3f12f001fdabf293e273e960c7756cb379c50b66,Discriminative Learning of Deep Convolutional Feature Point Descriptors,2015.0,IEEE International Conference on Computer Vision,Computer Science
36652428740cd30d245d55889f01a7fb04a91c93,Deeper Insights into Graph Convolutional Networks for Semi-Supervised Learning,2018.0,AAAI Conference on Artificial Intelligence,"Mathematics,Computer Science"
23fe9729cc5a95e0c59d08cca7dbe458989600be,DIA-NN: Neural networks and interference correction enable deep proteome coverage in high throughput,2019.0,Nature Methods,"Computer Science,Medicine"
228a801801abd28b58db1de75cfe6885f7d47bb7,EnlightenGAN: Deep Light Enhancement Without Paired Supervision,2019.0,IEEE Transactions on Image Processing,"Computer Science,Medicine,Engineering"
e3fc5b5627af62ee6981a02090cf6bae368202d7,Stable-Baselines3: Reliable Reinforcement Learning Implementations,2021.0,Journal of machine learning research,Computer Science
707b5787330d5e66d97a3da27f586f58a68780e8,Feature Learning Based Deep Supervised Hashing with Pairwise Labels,2015.0,International Joint Conference on Artificial Intelligence,"Computer Science,Mathematics"
2936cbd6a90d7153a9fa34e8e4fd947907fe7f6c,"Hands-On Machine Learning with Scikit-Learn and TensorFlow: Concepts, Tools, and Techniques to Build Intelligent Systems",2017.0,,Computer Science
f06ff5f719eb9cd939dde8fc9b199b17adcbc75f,Road Extraction by Deep Residual U-Net,2017.0,IEEE Geoscience and Remote Sensing Letters,Computer Science
b4ebfebb47e7b61d674747e378fd8eb4516e7716,Modeling Long- and Short-Term Temporal Patterns with Deep Neural Networks,2017.0,Annual International ACM SIGIR Conference on Research and Development in Information Retrieval,Computer Science
83bf91012997019f432179aad798e6d3fbb95c36,Multiagent cooperation and competition with deep reinforcement learning,2015.0,PLoS ONE,"Computer Science,Biology,Medicine"
2d8c97db4bae00ff243d122b957091a236a697a7,Deep Anomaly Detection with Outlier Exposure,2018.0,International Conference on Learning Representations,"Computer Science,Mathematics"
c982cc1ee52f5963a570399d619e8edb112fc9b6,Cost-Sensitive Learning of Deep Feature Representations From Imbalanced Data,2015.0,IEEE Transactions on Neural Networks and Learning Systems,"Computer Science,Medicine"
ad0a1b0991a9150b765c2a45eb2b368702b35cd1,Deep Variational Reinforcement Learning for POMDPs,2018.0,International Conference on Machine Learning,"Computer Science,Mathematics"
381411d740562de1e766dc8cc833844eb99dde01,"Deep Graph Library: A Graph-Centric, Highly-Performant Package for Graph Neural Networks.",2019.0,,Computer Science
43428880d75b3a14257c3ee9bda054e61eb869c0,Convolutional Sequence to Sequence Learning,2017.0,International Conference on Machine Learning,Computer Science
b0c34618ffd1154f35863e2ce7250ac6b6f2c424,Interpretable Machine Learning,2019.0,Hands-On Machine Learning with R,Computer Science
03547cf81db895a448c3d0283bdfa20695ed26ab,Learning nonlinear operators via DeepONet based on the universal approximation theorem of operators,2019.0,Nature Machine Intelligence,"Mathematics,Computer Science"
4ffb0130c2e19033a1696c32dac2239f702c8dc4,Reinforcement learning,2019.0,Scholarpedia,"Physics,Computer Science"
1def5d3711ebd1d86787b1ed57c91832c5ddc90b,Actor-Mimic: Deep Multitask and Transfer Reinforcement Learning,2015.0,International Conference on Learning Representations,"Computer Science,Mathematics"
a456265138c088a894301c0433dae938705a9bec,Deep Sets,2017.0,,"Computer Science,Mathematics"
2c5174a4f3f6978cc28e2d3c15feae8610372bcd,Learning from Between-class Examples for Deep Sound Recognition,2017.0,International Conference on Learning Representations,"Mathematics,Computer Science,Engineering"
1d65848c563b2c3a7f0153551c1b39e0e5c2d776,Vulnerability of Deep Reinforcement Learning to Policy Induction Attacks,2017.0,IAPR International Conference on Machine Learning and Data Mining in Pattern Recognition,"Mathematics,Computer Science"
f44ff4fc0ed0142cb18472a5ba421bb538aa837e,Unsupervised Deep Embedding for Clustering Analysis,2015.0,International Conference on Machine Learning,"Computer Science,Mathematics"
dbc7401e3e75c40d3c720e7db3c906d48bd742d7,Deep Autoencoding Gaussian Mixture Model for Unsupervised Anomaly Detection,2018.0,International Conference on Learning Representations,Computer Science
6adf016e7531c91100d3cf4a74f5d4c87b26b528,Distillation as a Defense to Adversarial Perturbations Against Deep Neural Networks,2015.0,IEEE Symposium on Security and Privacy,"Computer Science,Mathematics"
